"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118980838499852, 4, 1}","{109636419052937157723438118980841645580, 4, 1}","{109631226756078622895809588484512425484, 4, 1}","{109631226756078622895809588484512425228, 4, 1}","{130898874688637276862270501448997938444, 4, 1}","{109631226756078622895809588484512425228, 4, 1}","{109636419052937157723438118980841645324, 4, 1}","{109636419052937157723438118980841645068, 4, 1}","{109631226756078622895809588484512424972, 4, 1}","{109631226758554502974380349034310673420, 4, 1}","{109636419055413037802008879530639893516, 4, 1}","{109636419055413037802008879530639893772, 4, 1}","{109636419055103552792187534461915112716, 4, 1}","{109636419055103552792187534461915112460, 4, 1}","{109636419055103552792187534461915112716, 4, 1}","{109636419055103552792187534461109806348, 4, 1}","{109636419055103552792187534462183548172, 4, 1}","{109636419055103552792187534462183286028, 4, 1}","{125587155004522543267033219185547420940, 4, 1}","{125587155004522543267033166408989287692, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438118978690492044, 4, 1}","{110301033050829615659890022508830664332, 4, 1}","{111630261046614531532793829569111008908, 4, 1}","{111630423305891360746157221147121297036, 4, 1}","{111630423305891360746013105959045441164, 4, 1}","{110633502309052673841335250663835182732, 4, 1}","{110633502309052676202518492098657789580, 4, 1}","{111630423305891363107196347393868048012, 4, 1}","{110633502309052676202518492098657789580, 4, 1}","{110628310012194141374889961602328569484, 4, 1}","{110623117715335606547261431105999349388, 4, 1}","{110625713863764873961075696354163959436, 4, 1}","{110625713863687502708620360086982764172, 4, 1}","{280766897324156734440307663802866869900, 4, 1}","{280766897324156734440307663802866869388, 4, 1}","{280766899859457934896766466796273280140, 4, 1}","{280766899859457934896767029746226701452, 4, 1}","{280766899858838964877124339608777139340, 4, 1}","{280766899858838964890959397664059303052, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630487268091241996, 4, 1}","{106977963219823651006159162455179142668, 4, 1}","{106977963219823651006159162592618096140, 4, 1}","{107642577217716108942611066122758268428, 4, 1}","{107642577217716108942611066120610784780, 4, 1}","{107642577217716108942611066120610784908, 4, 1}","{107642577217715806711156162463317108364, 4, 1}","{107642577217715806711156162463333885580, 4, 1}","{107642577059259481682627487276245984908, 4, 1}","{107642577059259481387479582096893159052, 4, 1}","{107642577059259481387479583196404786828, 4, 1}","{107642577059259481387479582096893159052, 4, 1}","{107642577059259481387479582099040642700, 4, 1}","{192713168789494097253323233956982695564, 4, 1}","{192713153577686894514570415996544231052, 4, 1}","{192713158648289295427488021983357052556, 4, 1}","{192713158648289295427488021983357052044, 4, 1}","{192713158648289295427488021983222834316, 4, 1}","{107642566918054679561644370125280781452, 4, 1}","{107642566917977308309189033858099586188, 4, 1}","{107393336668767636583019570034297021580, 4, 1}","{107393377233586843886360417928799593612, 4, 1}","{107393377233589261737999647187149005964, 4, 1}","{107393377233589262328295457545854657676, 4, 1}","{118027201199868589311525914028097414284, 4, 1}","{118027201185013308840101350729307923596, 4, 1}","{118027201184858566335190678194945533068, 4, 1}","{118027201184858565744894867836239881356, 4, 1}","{118027202452509165973124269332943086732, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504860277810700, 4, 1}","{106977963061367325977630504860009375244, 4, 1}","{106977963061367325977630504859875157516, 4, 1}","{106977963061367325977630504859875157644, 4, 1}","{106978003626186533280971352754377729676, 4, 1}","{106980599774615800694785618002542339724, 4, 1}","{106980599774615800694785618002676557452, 4, 1}","{106980599774615800694785618002542339724, 4, 1}","{106980599774615800694785618002609448588, 4, 1}","{109639055766185632440593232123170137740, 4, 1}","{109639055766185632440593232123170137228, 4, 1}","{109639055756282112126310189923977143436, 4, 1}","{109623478865706507643424598434989483148, 4, 1}","{109623478865711343346703056951688307852, 4, 1}","{109623478865713761198342286210037720204, 4, 1}","{109623478865713761198342286210054497420, 4, 1}","{109623478548801111141284935835878696076, 4, 1}","{109623640808077940354648327413888984204, 4, 1}","{109623640808077940354648608888865694860, 4, 1}","{109623640808077940649796514068218520716, 4, 1}","{109623640808077940723583490363056727180, 4, 1}","{109623640808077940723583490362788291724, 4, 1}","{109623640808077921834117558884207436940, 4, 1}","{109623640808077921843340930921062212748, 4, 1}","{109623640808077921843340930921330648204, 4, 1}","{109623640808058579030227096854535349388, 4, 1}","{109623640807826465272861088052991763596, 4, 1}","{109623397418911221452816000685976331404, 4, 1}","{109623356854092014149475152791473759372, 4, 1}","{109623356893706095406607321588245734540, 4, 1}","{109623356893706095406607321586098250892, 4, 1}","{109623356893706095406607321654817727628, 4, 1}","{109623356893706095407760243159424574604, 4, 1}","{109622707856598778554306676847383422092, 4, 1}","{109622748421417985857647524741885994124, 4, 1}","{109622748421418004747113456220466848908, 4, 1}","{109622748738330654804170806594642650252, 4, 1}","{109622733526523452065417988634204185740, 4, 1}","{109622733526213967055596643565479404684, 4, 1}","{109622733526368709560507316099841795212, 4, 1}","{109622733528844589639078076649640043660, 4, 1}","{109622733523892829481936555550043546764, 4, 1}","{109622733523892678366209103721396708492, 4, 1}","{88355085591334024399748190756911195276, 4, 1}","{88355085591334024104600285577558369420, 4, 1}","{88355085591332815178780670948383663244, 4, 1}","{88355085591352157991894505015178962060, 4, 1}","{88355085591352157991876490616669480076, 4, 1}","{85696629599782326246068876496108790924, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963219823651006159180047365187084, 4, 1}","{107642577217716108942611083577505359372, 4, 1}","{107632192623999039287354022584846919180, 4, 1}","{107632192623999039287354022584846918924, 4, 1}","{107632192643806079915920106983232906508, 4, 1}","{107632192643806079915920106983224517900, 4, 1}","{107632192643806079915920106983224518156, 4, 1}","{107299885644859850947694155218154432012, 4, 1}","{107299885644859850947694155218154432140, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504859471980044, 4, 1}","{106977963061367288198698641902310270476, 4, 1}","{106977963061372123901977100419009095180, 4, 1}","{106977963061372123901977100419009111564, 4, 1}","{277119146521841355633664404134893217292, 4, 1}","{277119146521841355633520288946817361420, 4, 1}","{277119146521841355633520288947891103244, 4, 1}","{277119146521841355633520288948159538700, 4, 1}","{277119146680297680662048964135247439372, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438118978690492044, 4, 1}","{106977963061367325977630504858129802892, 4, 1}","{106977963061367325977630504858146580108, 4, 1}","{106977963061367325977630504858146579596, 4, 1}","{106977963061367325977630504995585533068, 4, 1}","{106977963219823651006159180182673433740, 4, 1}","{106977963259437732263291348979445408908, 4, 1}","{106978003824256939566632196873947980940, 4, 1}","{106978003824256939567785118378554827916, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438681930791396876, 4, 1}","{109636419052937006607711230102144558604, 4, 1}","{109636419052937006607711230102144558348, 4, 1}","{109636419052937006607711230102144562444, 4, 1}","{109636419052937006607711230102161339660, 4, 1}","{109636419052936704376256326444867663116, 4, 1}","{109636419052936704376256326444850885900, 4, 1}","{109636408911731902550421114471225242892, 4, 1}","{109636419052936704376256326444850885900, 4, 1}","{109636419052936704376256326444850885644, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"{109636419052937157723438118980837975564, 4, 1}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504859471980044, 4, 1}","{106977963061367325977630504859471996428, 4, 1}","{106977963061367325977630504859472520716, 4, 1}","{106972770764508791150001974363143300620, 4, 1}","{106972770764508791149857859175067444748, 4, 1}","{106972770764508791297431811764743857676, 4, 1}","{106972772032159391525661213261447063052, 4, 1}","{106972772032159391525661213261983933964, 4, 1}","{106972772032159391525661213261983409676, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963060438870948166469654102943244, 4, 1}","{106977983342848474599836893601354229260, 4, 1}","{106967598749131404944579832608695789068, 4, 1}","{106967598749131404944579832608494462476, 4, 1}","{106967598749131404944579832608486073868, 4, 1}","{106967598744179644787438311508889576972, 4, 1}","{106967598744179647148621552943712183820, 4, 1}","{106967598744179647148621552943913510412, 4, 1}","{106967598745108102178085588150087853580, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504859471980044, 4, 1}","{106977963061367325977630504859471996428, 4, 1}","{106977963061367325977486389671396140556, 4, 1}","{106977966864319126662174594161505756684, 4, 1}","{106977966864319126662174594162042627596, 4, 1}","{106977966864318522199264786847455274508, 4, 1}","{106977966864318522199264857216199452172, 4, 1}","{106977966864318522199264857216216229388, 4, 1}","{106977966864318522199264857215947793932, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438681928643913228, 4, 1}","{109636419052627672713617336859919132172, 4, 1}","{109636419052627672713617336859914937868, 4, 1}","{109636419052627672713617336859910743564, 4, 1}","{109636419052627672713473221671834887692, 4, 1}","{109636419052627672861047174261511300620, 4, 1}","{109636419052937157870868519330236081676, 4, 1}","{109636419052937157870868519329430775308, 4, 1}","{109636418102199207699696468206903371276, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438118978690492044, 4, 1}","{110301033050829615659890022508830664332, 4, 1}","{110301033050829615659890022508822275724, 4, 1}","{109968726051883386691664070743752189580, 4, 1}","{109968726051883386691664352218728900236, 4, 1}","{109968726051883386691664352218728899980, 4, 1}","{109968726051883386691664352205843998092, 4, 1}","{109968726051883386691664352205844194700, 4, 1}","{109968726051883386691664352205844243852, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438681930791396876, 4, 1}","{109636419052937006607711230102144558604, 4, 1}","{109304112053990777639485278337074472460, 4, 1}","{109304112053990777639485278337074476556, 4, 1}","{109304112053990475408030374679780800012, 4, 1}","{109304112053990475408030374679780799500, 4, 1}","{109304112053989870945120567365193446412, 4, 1}","{109304114589291071401579370358599857164, 4, 1}","{109304114589291071401579370358595662860, 4, 1}","{109304114589291071401579370358595662988, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504860277810700, 4, 1}","{106977963061367325977630504860278859276, 4, 1}","{106645656062421097009404553095208773132, 4, 1}","{106645656062421097009404553095208805900, 4, 1}","{106645656062421097009404553095208805388, 4, 1}","{106645656061802126989761862957759243276, 4, 1}","{106645656061724755737306526690578048012, 4, 1}","{106649550284368656858027924562824963084, 4, 1}","{106649550284368656858027924562824963852, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963219823651006159180047365187084, 4, 1}","{107642577217716108942611083577505359372, 4, 1}","{107642577217716108942611083578579101196, 4, 1}","{107642577217716108942539025984541173260, 4, 1}","{107642577217716108942539096353285350924, 4, 1}","{107642577217716108942539096353285352972, 4, 1}","{107641928180608792089085530041244200460, 4, 1}","{107641928180608792089085532240267456012, 4, 1}","{107641928180608792089076525041012715020, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438681930791396876, 4, 1}","{109636419052937006607711230102144558604, 4, 1}","{109636419052937006607711230102161335820, 4, 1}","{109636419052937006607711230102161331724, 4, 1}","{109636419052937006607711230102161339916, 4, 1}","{109636419052936704376256326444867663372, 4, 1}","{110301033050829162312708229975007835660, 4, 1}","{110301033050829162312708229975007827468, 4, 1}","{110301033050829162312708229975007826956, 4, 1}","{110301033050829162312564114786931971084, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052008702693974083772516148748, 4, 1}","{109636439334418306345644507719767434764, 4, 1}","{279777622794887538077331811435651540492, 4, 1}","{279777622794887538077331811435517322764, 4, 1}","{281106850790672453950235618495797667340, 4, 1}","{281106850790981938960056963564522448396, 4, 1}","{281106850790981938959984905970484520460, 4, 1}","{281106850790981938959985187445461231116, 4, 1}","{281106849840243988788813136322933827084, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438681930791396876, 4, 1}","{109636419052937157723438681928643913228, 4, 1}","{109636419052938366649258296557818619404, 4, 1}","{109631226756079831821629766061489399308, 4, 1}","{109631226756079831821629766061489399052, 4, 1}","{109636419052938366649258296557818619148, 4, 1}","{109636419052938366649258296557281748236, 4, 1}","{109553342303201809407201808616014226700, 4, 1}","{109557236525845710527923206488261141772, 4, 1}","{109557236525845710527923206488261141516, 4, 1}"
-1
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367329519405367012511196684, 4, 1}","{106977963060438874489941331806336853516, 4, 1}","{106977963060438874489941331806336853644, 4, 1}","{192048554790673490355784983664278906508, 4, 1}","{192048554791601945385249018870453249676, 4, 1}","{192048554781698425070965976671260255884, 4, 1}","{192048554781698424775818071491907430028, 4, 1}","{192048554781698424775529841115755718284, 4, 1}","{192048717040975253988893232693766006412, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438118978690492044, 4, 1}","{110301033050829615659890022508830664332, 4, 1}","{110301033050829615659890022508822275724, 4, 1}","{110301033050829615659889987324450186892, 4, 1}","{110301033050829615659890004916636231308, 4, 1}","{110301033050829615659890004916636427916, 4, 1}","{110301033050829615659890004916636427404, 4, 1}","{110300951921191201053208309127631283340, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438681928643913228, 4, 1}","{109636419052627672713617336859919132172, 4, 1}","{109636419052627672713617336859914937868, 4, 1}","{110301033050520130650069240390055110156, 4, 1}","{110301033045568370492927719290458613260, 4, 1}","{110301033050520130650069240390055110156, 4, 1}","{110301033050520130650069240390055126540, 4, 1}","{110301033050520130649925125201979270668, 4, 1}","{109636419052627672713473221671839098380, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504859471980044, 4, 1}","{106977963061367325977630504859471996428, 4, 1}","{106977963061367325977486389671396140556, 4, 1}","{106977963061367325977486385273349629452, 4, 1}","{106977963061367325977486384448715908620, 4, 1}","{106977963061367325977486384449252779532, 4, 1}","{106977963061367325991321442504534943244, 4, 1}","{107642577059259783927773346034675115532, 4, 1}","{106977963061367325991321442504534943244, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438118978690492044, 4, 1}","{108307191057152241850534311918410147468, 4, 1}","{108307191058390181889819692193309271692, 4, 1}","{108307272188028596496501387982314415756, 4, 1}","{108307272188028596496429330388276487820, 4, 1}","{108307272188028596496429330388276487308, 4, 1}","{108307272188028596496429330388263904396, 4, 1}","{108307272188028596496429471125752259724, 4, 1}","{108307272188028596496429471125618041996, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052937157723438118978690492044, 4, 1}","{110301033050829615659890022508830664332, 4, 1}","{111630261046614531532793829569111008908, 4, 1}","{111630261046614531532793829569043900044, 4, 1}","{111630342176252946139475525358049044108, 4, 1}","{111464188676779831655362549475514001036, 4, 1}","{111464188676779227192452742160926647948, 4, 1}","{111464188676469742182631397092201866892, 4, 1}","{111464188676469742182631397092203964044, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504859471980044, 4, 1}","{106977963061367325979936347868685673996, 4, 1}","{106980559209796593393750613116850284044, 4, 1}","{106980559209796593393750613116850283788, 4, 1}","{106980559209796593393750613116850808076, 4, 1}","{109639015201366425139558227237411497228, 4, 1}","{109639015201366274023830775408764658956, 4, 1}","{109639015201366274097617751703602865420, 4, 1}","{109639015201366274097617751703468647692, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963219823651006159180047365187084, 4, 1}","{107642577217716108942611083577505359372, 4, 1}","{107632192623999039287354022584846919180, 4, 1}","{107632192623999039287354022584846918924, 4, 1}","{107632192643806079915920106983232906508, 4, 1}","{107632192643806079915920106984306648332, 4, 1}","{107632192643806079915920106984306648320, 4, 1}","{107632192643806079915920106984308745472, 4, 1}","{277773376104275311647607410700192851200, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963219823651006159180047365187084, 4, 1}","{106977963219823651006159180046291445260, 4, 1}","{106977963219823651007312101550898292236, 4, 1}","{106977963219823651007312101550898292492, 4, 1}","{106977963219514165997490756482173511436, 4, 1}","{106977963219514165997490826850917689100, 4, 1}","{106977963219514165997490826850919786252, 4, 1}","{106977963219514165997490826846624818956, 4, 1}","{106978003784333373300831674741127390988, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{109636419052937157723438118978690491916, 4, 1}","{109636419052008702693974083772516148748, 4, 1}","{109636419052008702693974646722469570060, 4, 1}","{109636439334418306345645070669720856076, 4, 1}","{109553362584681749103588582728453334540, 4, 1}","{109553362584681749103588582728319116812, 4, 1}","{109553362584681749103588582730466600460, 4, 1}","{109553362584681749103588582730468697612, 4, 1}","{109553362584681752645363444882702607884, 4, 1}","{109553362584681752645345430484193125900, 4, 1}"
"{109636419052937157723438118980837975564, 4, 1}","{106977963061367325977630504860277286412, 4, 1}","{106977963061367325977630504860277810700, 4, 1}","{106977963061367325977630504860009375244, 4, 1}","{106977963061367325977630504859875157516, 4, 1}","{106967578467650256322373443867216717324, 4, 1}","{109626034459220088068181057987777406476, 4, 1}","{109626034459220088068181057987777455628, 4, 1}","{110290648457112546004632961517917627916, 4, 1}","{110290648457112546004632961515770144268, 4, 1}","{110290648457112546594928771874475795980, 4, 1}"
"{5586032021307, 3, 1}","{5606952727713, 3, 1}","{5607081867876, 3, 1}","{5607081828510, 3, 1}","{5418795470856, 3, 1}","{5421119993790, 3, 1}","{5428093562592, 3, 1}","{5428064864778, 3, 1}","{5428074430716, 3, 1}","{5428074430959, 3, 1}","{5428103128773, 3, 1}"
"{5586032021307, 3, 1}","{5593005590109, 3, 1}","{5613926296515, 3, 1}","{5614055436678, 3, 1}","{5614055397312, 3, 1}","{5614055436678, 3, 1}","{5614055397312, 3, 1}","{5616379920246, 3, 1}","{5616351222432, 3, 1}","{5647732282041, 3, 1}","{5647732321407, 3, 1}","{5647732323594, 3, 1}","{5646570062127, 3, 1}","{5646570180225, 3, 1}","{5645407918758, 3, 1}","{5645407800660, 3, 1}","{5645407800579, 3, 1}","{5646570062046, 3, 1}","{5646574845015, 3, 1}","{5645412583548, 3, 1}","{561680926890, 3, 1}"
"{5586032021307, 3, 1}","{5606952727713, 3, 1}","{5607081867876, 3, 1}","{5586161161470, 3, 1}","{5607081867876, 3, 1}","{5607038821155, 3, 1}","{5607081867876, 3, 1}","{5586161161470, 3, 1}","{7280738380356, 3, 1}","{7186595201529, 3, 1}","{4644729373200, 3, 1}","{4644729196053, 3, 1}","{4655189549256, 3, 1}","{4654931268930, 3, 1}","{4644470915727, 3, 1}","{4644471092874, 3, 1}","{4644472687197, 3, 1}","{4644472805295, 3, 1}","{4644472807482, 3, 1}","{4550329628655, 3, 1}","{4550587908981, 3, 1}"
"{5586032021307, 3, 1}","{5606952727713, 3, 1}","{5575571668104, 3, 1}","{5577896191038, 3, 1}","{5567435837835, 3, 1}","{5567478884556, 3, 1}","{5566316623089, 3, 1}","{5566317154530, 3, 1}","{5566316623089, 3, 1}","{5566317154530, 3, 1}","{5566316623089, 3, 1}","{5566317154530, 3, 1}","{5566316623089, 3, 1}","{5565154361622, 3, 1}","{5565154893063, 3, 1}","{5572128461865, 3, 1}","{5572130056188, 3, 1}","{5572128461865, 3, 1}","{5572257602028, 3, 1}","{6419546211471, 3, 1}","{6421870734405, 3, 1}","{6421870557258, 3, 1}","{6421870675356, 3, 1}","{6419546152422, 3, 1}","{6419547746745, 3, 1}","{6450928806354, 3, 1}","{6450925617708, 3, 1}","{6419544558099, 3, 1}","{6419415417936, 3, 1}","{6412441849134, 3, 1}","{6413604110601, 3, 1}","{6696033647082, 3, 1}","{6696033651456, 3, 1}","{6703007220258, 3, 1}","{6514720862604, 3, 1}","{6514720862523, 3, 1}","{6514724051169, 3, 1}","{1430992394511, 3, 1}","{1430906301069, 3, 1}","{1430915867007, 3, 1}","{1430915867250, 3, 1}","{1430915335809, 3, 1}","{1430914804368, 3, 1}","{1430915867250, 3, 1}","{1427429082849, 3, 1}","{1423942298448, 3, 1}","{1430915867250, 3, 1}","{1430912678604, 3, 1}","{1430911615722, 3, 1}","{1430914804368, 3, 1}","{1430886106554, 3, 1}"
"{5586032021307, 3, 1}","{5606952727713, 3, 1}","{5607081867876, 3, 1}","{5586161161470, 3, 1}","{5607081867876, 3, 1}","{5607038821155, 3, 1}","{5607081867876, 3, 1}","{5586161161470, 3, 1}","{7280738380356, 3, 1}","{7186595201529, 3, 1}","{4644729373200, 3, 1}","{4644729196053, 3, 1}","{4655189549256, 3, 1}","{4655189667354, 3, 1}","{4655060527191, 3, 1}","{4665520880394, 3, 1}","{4665477833673, 3, 1}","{4665478010820, 3, 1}","{4665479605143, 3, 1}","{4665522651864, 3, 1}","{4696903711473, 3, 1}","{4665522651864, 3, 1}","{4571379473037, 3, 1}","{4571379473280, 3, 1}","{4571379477654, 3, 1}","{4571379438288, 3, 1}","{4571379438261, 3, 1}","{4571379320163, 3, 1}","{4571384103132, 3, 1}","{4571383748838, 3, 1}","{7113249577167, 3, 1}","{7113249931461, 3, 1}","{7113249990510, 3, 1}","{7113249931461, 3, 1}","{7113249990510, 3, 1}","{7113245207541, 3, 1}","{7113245148492, 3, 1}","{7113374288655, 3, 1}","{7115698811589, 3, 1}","{7122672380391, 3, 1}","{7122672380148, 3, 1}","{7122672498246, 3, 1}","{7154053557855, 3, 1}","{7122672498246, 3, 1}","{7122677281215, 3, 1}","{7122677281242, 3, 1}","{7122677281485, 3, 1}","{7122677163387, 3, 1}","{7091296103778, 3, 1}","{7091296103535, 3, 1}","{7091296103778, 3, 1}"
