"Shirt",""
"Medium",2
"Large",7
"XLarge",1
"Small",1
"",1
"Sweatshirt",""
"Medium",2
"Large",7
"XLarge",1
"Small",1
"",1
"Pants",""
"Medium",2
"Large",6
"XLarge",2
"Small",1
"",1
"Shoes",""
10,2
12,1
13,3
11,1
9,1
10.5,1
11.5,1
8.5,1
"",1
