"Shirt",""
"Women's Medium",3
"Women's Small",3
"Medium
Large",2
"Medium",1
"XLarge",3
"Women's XLarge",1
"Sweatshirt",""
"Women's Large",2
"Women's Small",1
"Medium
Large",2
"Women's Medium",3
"Medium",1
"XLarge",3
"Women's XLarge",1
"Pants",""
"Women's Small",3
"Medium
Large",2
"Women's Medium",3
"Medium",1
"XLarge",3
"Women's XLarge",1
"Shoes",""
"Women’s 9",1
9,2
12,4
"Women's 9",1
"Women's 6.5",1
"Women's 7",1
"Women's 8",1
15,1
"Women's 9.5",1
