"Shirt",""
"Large",4
"XXL",1
"Medium",7
"Women's Medium",1
"Medium
Large",1
"Small",1
"XLarge",3
"Small
Medium",1
"Sweatshirt",""
"Large",5
"XLarge
XXL",1
"Medium",8
"Women's Medium",1
"Small",1
"XLarge",3
"Pants",""
"Large",7
"XLarge
XXL",1
"Medium",8
"Women's Large",1
"Medium
Large",1
"XLarge",1
"Shoes",""
11,2
12,2
10,1
5.5,1
9.5,1
9,3
"Women's 9.5",1
10.5,2
14,2
7,1
13,1
"Women’s 6.5",1
11.5,1
