"ID","Name","Flags","Time of dayTime of day","Day of the WeekDay of the Week","Size / CapacitySize / Capacity","Age Restrictions","Age Group","Wait","Start Date","Season","Level","Time of Year"
"2954","After-School Department","Private","-","","12            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2952","Basketball Department","Private","-","","22            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2955","Birthday & Event Department","Private","-","","10            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2956","Fastbreak Kids Department","Private","-","","5            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2957","Flag Football Department","Private","-","","0            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2951","Full-Time Employees","Private","-","","11            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Full-Time Employees","N/A"
"2959","Hustle Department","Private","-","","0            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2958","Lacrosse Department","Private","-","","0            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2953","Personal Training Department","Private","-","","0            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"2960","Travel Teams","Private","-","","17            of ∞","19y 0m - 101y 0m","Private","0","Tue 01/01/2019","Employee Database","Part-Time Employees","N/A"
"6865","Baseball Trial-Thurs 3:45pm-4:30pm (Ages 6-8)","","03:45pm","Th","5            of 12","1y 0m - 9y 0m","Youth","0","Thu 08/15/2024","2024 / 2025 Trial Classes (Ages 1+)","Fall Trial Classes","School Year"
"6863","Baseball Trial-Tuesday 3:45pm-4:30pm (Ages 3-5)","Full","03:45pm","T","12            of 12","1y 0m - 9y 0m","Youth","2","Tue 08/13/2024","2024 / 2025 Trial Classes (Ages 1+)","Fall Trial Classes","School Year"
"6862","Soccer Trial-Monday 3:45pm-4:30pm (Ages 3-5)","Over","03:45pm","M","13            of 12","1y 0m - 9y 0m","Youth","7","Mon 08/19/2024","2024 / 2025 Trial Classes (Ages 1+)","Fall Trial Classes","School Year"
"6864","Tennis Trial-Weds 3:45pm-4:30pm (Ages 3-5)","Full","03:45pm","W","12            of 12","1y 0m - 9y 0m","Youth","4","Wed 08/14/2024","2024 / 2025 Trial Classes (Ages 1+)","Fall Trial Classes","School Year"
"6451","[Allen St-PRIV] Wed 4:15pm Basketball (4th grade)","Full","03:30pm","W","8            of 8","1y 0m - 18y 0m","U-17","0","Wed 09/04/2024","24-FA Private Groups","Indoors","Fall"
"6437","[BUCKLEY-PRIV] Flag FB - Thursday 3:15pm [2nd gra]","","03:15pm","Th","9            of 13","1y 0m - 14y 0m","U-11","0","Thu 09/05/2024","24-FA Private Groups","Outdoors","Fall"
"6438","[PACKER-PRIV] Wed 3:20pm Flag-Football (5th-6th)","","03:45pm","W","5            of ∞","1y 0m - 14y 0m","U-16","0","Wed 09/04/2024","24-FA Private Groups","Outdoors","Fall"
"6721","[PRIV- CHEER St Ig.] Mon 5:10pm-6:05pm (4th/5th)","","05:10pm","M","2            of 12","1y 0m - 18y 0m","U-17","0","Mon 09/16/2024","24-FA Private Groups","Indoors","Fall"
"6439","[PRIV- Ramaz] Basketball Thursday 5:15pm (6 years)","","05:15pm","Th","9            of 12","1y 0m - 18y 0m","U-17","0","Thu 09/05/2024","24-FA Private Groups","Indoors","Fall"
"6714","[PRIV- SACRED HEART CHEER] Wed 4:35pm-5:30pm (5th)","","04:35pm","W","5            of 12","1y 0m - 18y 0m","U-17","0","Mon 09/09/2024","24-FA Private Groups","Indoors","Fall"
"6452","[PRIV-3-4'S] Multi-Sport Friday 3:30pm (3-4 years)","","03:30pm","F","7            of 12","1y 0m - 18y 0m","U-17","0","Fri 09/06/2024","24-FA Private Groups","Indoors","Fall"
"6469","[Priv-All Souls] Monday Multisport 3:00pm","","03:00pm","M","3            of ∞","1y 0m - 18y 0m","U-17","0","Mon 09/09/2024","24-FA Private Groups","Indoors","Fall"
"6765","[Priv-AS] Jr Hoop Sat 9:00am-10:05am (2nd)","","09:00am","Sa","7            of 18","1y 0m - 18y 0m","U-8","0","Sat 09/07/2024","24-FA Private Groups","Indoors","Fall"
"6440","[PRIV-BUCKLEY] Baseball Wed 3:15pm (2nd grade)","","03:15pm","W","4            of 13","1y 0m - 14y 0m","U-16","0","Wed 09/04/2024","24-FA Private Groups","Outdoors","Fall"
"6458","[PRIV-BUCKLEY] Basketball Mon 3:50pm (2nd)","","03:50pm","M","9            of 13","1y 0m - 18y 0m","U-17","0","Mon 09/09/2024","24-FA Private Groups","Indoors","Fall"
"6441","[PRIV-BURKS] Multi-Sport Tuesday 3:30pm","","03:30pm","T","4            of 7","1y 0m - 14y 0m","U-16","0","Tue 09/10/2024","24-FA Private Groups","Outdoors","Fall"
"6454","[Priv-Chabad] Monday Multisport 3:10pm","","03:10pm","M","2            of ∞","1y 0m - 18y 0m","U-17","0","Mon 09/09/2024","24-FA Private Groups","Indoors","Fall"
"6654","[PRIV-CHEER] Tuesday 4:35pm-5:30pm (3rd/4th)","","04:35pm","T","3            of 10","1y 0m - 18y 0m","Youth","0","Tue 09/17/2024","24-FA Private Groups","Indoors","Fall"
"6442","[PRIV-COLLEGIATE] Tues 3:20pm Flag Football(6th)","","03:20pm","T","3            of 16","1y 0m - 14y 0m","U-16","0","Tue 09/10/2024","24-FA Private Groups","Outdoors","Fall"
"6443","[PRIV-DAL] Football Monday 3:15pm (5th grade)","","03:15pm","M","0            of ∞","1y 0m - 14y 0m","U-16","0","Fri 03/22/2024","24-FA Private Groups","Outdoors","Fall"
"6658","[PRIV-HM CHEER] Thurs 4:35pm-5:30pm (2nd Grade)","","04:35pm","Th","8            of 10","1y 0m - 18y 0m","Youth","0","Thu 09/05/2024","24-FA Private Groups","Indoors","Fall"
"6459","[PRIV-HM] Basketball Friday 4:30pm (1st grade)","Full","04:30pm","F","12            of 12","1y 0m - 18y 0m","U-17","0","Fri 09/06/2024","24-FA Private Groups","Indoors","Fall"
"6460","[PRIV-HM] Multi-Sport Wed 3:10pm (Pre-K)","Full","03:10pm","W","16            of 16","1y 0m - 18y 0m","U-17","1","Wed 09/04/2024","24-FA Private Groups","Indoors","Fall"
"6444","[PRIV-LYCEE] Friday 4:00pm Multi-Sport (5th)","","04:00pm","F","0            of 8","1y 0m - 14y 0m","U-16","0","Fri 09/06/2024","24-FA Private Groups","Outdoors","Fall"
"6455","[PRIV-PAS] Sports Plus Thur 9:30am","","09:30am","Th","8            of ∞","1y 0m - 18y 0m","U-17","0","Thu 09/12/2024","24-FA Private Groups","Indoors","Fall"
"6766","[PRIV-PAS] Sports Plus Tues 9:30am","","09:30am","T","5            of ∞","1y 0m - 18y 0m","U-17","0","Tue 09/10/2024","24-FA Private Groups","Indoors","Fall"
"6461","[PRIV-PASECC] Friday Multi sport 1:00pm(2-3years)","","01:00pm","F","0            of 14","1y 0m - 18y 0m","U-17","0","Fri 09/06/2024","24-FA Private Groups","Indoors","Fall"
"6660","[PRIV-PS158] Cheer Wed 3:30pm (3rd grade)","Full","03:30pm","W","10            of 10","1y 0m - 18y 0m","Youth","0","Wed 09/04/2024","24-FA Private Groups","Indoors","Fall"
"6462","[PRIV-RAMAZ] Basketball Thurs 4:15pm [2nd Grade]","","04:15pm","Th","13            of 14","1y 0m - 18y 0m","U-17","0","Thu 09/05/2024","24-FA Private Groups","Indoors","Fall"
"6464","[PRIV-RAMAZ] Flag Football Friday 1:20pm","","01:20pm","F","14            of 16","1y 0m - 18y 0m","U-17","0","Fri 09/06/2024","24-FA Private Groups","Indoors","Fall"
