-22.19869279076223,-16.063511298317763
-21.78026923021076,-13.961220482144212
-24.983689185479857,-16.12469948200588
-25.168280594672243,-16.102717067215643
-26.938429336012696,-16.44294065369239
-26.938429336012696,-16.44294065369239
-25.72592439686618,-16.397230590113768
-25.72592439686618,-16.397230590113768
-25.72592439686618,-16.397230590113768
-27.23861204739487,-17.589963555963596
-27.641671457371903,-17.56116432574802
-26.386444978407045,-17.003659574777874
-26.339446682344523,-17.137058518206576
-29.800821633387237,-17.879048585275626
-28.721088921428123,-18.114184200189545
-28.761719043523758,-18.178187473408386
-28.761719043523758,-18.178187473408386
-29.522516724892945,-18.29593309771882
-28.874215847400265,-18.533421213130808
-28.86500671671648,-18.53979303644974
-28.86500671671648,-18.53979303644974
-28.135213771192443,-19.73149550119723
-28.135213771192443,-19.73149550119723
-28.569392964175616,-19.53309032112766
-28.569392964175616,-19.53309032112766
-27.89624364068651,-16.84340334654422
-28.63275000776625,-17.566107590874108
-28.63275000776625,-17.566107590874108
-29.391256280034934,-24.335458514787895
-29.391256280034934,-24.335458514787895
-28.64992994262454,-20.80714791903483
-28.64992994262454,-20.80714791903483
-29.21760720974779,-20.62777129022721
-28.528938561229275,-19.877566717791677
-29.66022233973558,-16.113701261791675
-29.88193894319174,-19.21935295233416
-29.942826157301663,-18.609439902256614
-29.942826157301663,-18.609439902256614
-29.99655777072752,-19.153436259758067
-30.03426617763277,-10.65521115777459
-33.74054872538391,-12.835658690715915
-33.58376558249174,-12.229386277110278
-33.58376558249174,-12.229386277110278
-33.58376558249174,-12.229386277110278
-29.880557611638427,-15.819491687165728
-29.880557611638427,-15.819491687165728
-29.903956323536853,-15.798615211972177
-27.613167808380165,-11.247751159708812
-30.929077266363095,-11.640297162420982
-31.32531289755329,-13.257265847857362
-32.88717327542078,-11.231397638410671
-31.81817341613009,-8.430125712442868
-31.81817341613009,-8.430125712442868
-31.241816917645885,-10.293682083184805
-31.40494158855589,-9.553661305578318
-31.47045075407588,-9.979434456268182
-32.05889777328351,-9.173383781077405
-32.05889777328351,-9.173383781077405
-32.37000058292669,-9.148995621275787
-32.37000058292669,-9.148995621275787
-30.817500829319165,-8.930322904182194
-28.443994226515706,-10.080067228317624
-28.443994226515706,-10.080067228317624
-32.89919264374485,-11.21499929878492
-32.89919264374485,-11.21499929878492
-32.766182897929525,-8.623853940277026
-32.766182897929525,-8.623853940277026
-32.9121408906252,-8.139359691684847
-31.491129092828892,-10.811449199474705
-32.227268852429646,-9.61273997458619
-37.61163781389709,-7.365132809100715
-34.6257240739801,-8.300906776502003
-34.6257240739801,-8.300906776502003
-30.6397924679843,-8.604714491053267
-32.12644631312345,-9.44950139915916
-32.12644631312345,-9.44950139915916
-35.7387371789831,-7.909701587468328
-35.45838185934127,-7.724830509262712
-35.197143461132825,-7.4924896157782435
-35.13788509236531,-4.141292656086978
-35.617196402069276,-7.050698627934026
-35.617196402069276,-7.050698627934026
-35.44874734248548,-7.074519128195603
-35.44874734248548,-7.074519128195603
-34.16542434269434,-7.066245960620587
-36.623232910699905,-6.632042559254877
-40.4791909660856,-4.516118653551837
-38.274615167922015,-2.8695944139668246
-38.274615167922015,-2.8695944139668246
-38.85041240645439,-5.393119034179561
-38.854164450673785,-5.391945070349317
-38.854164450673785,-5.391945070349317
-38.854164450673785,-5.391945070349317
-39.018287071738634,-5.23268562171867
-43.149768906203015,-4.60542525401579
-42.93738681216203,-3.050122142363557
-40.348583927464915,-1.0027900916785308
-40.506120265124046,-4.557024636031695
-40.506120265124046,-4.557024636031695
-40.203804720379964,-5.267294039211299
-41.264992030739826,-4.4787664824858355
-40.74508417018393,-4.246197703305609
-40.806112535856656,-4.176410765428043
-43.16600430926282,-2.3931095113040715
-40.85005474623837,-2.1743356196403067
-41.14920809722824,-3.5757783576217146
-41.883687810231564,-2.1677194680547305
-43.91694086475087,-3.898788537990606
-40.64700976030722,-7.0465585406593485
-42.032443818030956,-2.773354910016924
-42.032443818030956,-2.773354910016924
-42.032443818030956,-2.773354910016924
-42.68641496617584,-5.486287232268119
-42.65518562509333,-6.38280862820311
-43.05624346971942,-1.7561849273854777
-42.770224946109096,-4.1761621865141265
-43.45911893058131,-4.992012531094255
-43.79239857382967,-4.8308079452084876
-43.87822849077987,-0.3950729543664806
-40.941668488330656,-0.9771229796700185
-40.941668488330656,-0.9771229796700185
-43.68656753220458,-0.31207730983110105
-41.81476182568,-1.0904783441735955
-44.53093074653016,0.9140094014247742
-41.80728884822577,-0.45695179247350876
-41.63742911886223,0.09596921445256974
-45.8459767236268,0.8132064162287036
-45.8459767236268,0.8132064162287036
-49.23241823573305,1.7351759033950818
-45.8325284374656,1.0256031352128339
-45.8325284374656,1.0256031352128339
-48.35108722411996,4.026147367892214
-49.52555746298902,2.9747167169810895
-46.453498590665376,2.038119000679129
-46.461635678576606,2.059154342848853
-46.782078138696704,2.288767674516754
-44.87081058039325,2.4234941023519845
-44.87081058039325,2.4234941023519845
-46.7355779109753,2.9985700984876313
-46.76140730700932,3.1087750879079543
-46.81844284586567,3.5592895372259203
-46.81844284586567,3.5592895372259203
-47.039663097941094,4.380770787712807
-47.039663097941094,4.380770787712807
-47.039663097941094,4.380770787712807
-47.039663097941094,4.380770787712807
-46.88621550306347,2.1669283506967387
-46.352614173058846,5.509606060573401
-47.253113104729984,4.373831354416511
-47.06285298210485,5.350111135310172
-47.11302873788605,5.396238441816365
-46.78629199302352,6.160966382498853
-42.87446752518063,6.476968547822728
-42.80986530990759,6.8632360707400455
-42.80986530990759,6.8632360707400455
