"x","y"
668.0433148081823,663.4981202940978
679.2773500981128,632.4160251471687
706.7450988048492,601.4301457668172
759.9999999999993,577.5
762.5,539.9999999999992
741.1040538222325,475.48905296449243
771.2051823386644,394.54403924741246
798.4769246253696,335.8498570623837
867.5384615384615,292.8076923076924
979.8787321874815,292.5149287499274
1030.50739412259,314.0856705873758
1129.7763932022501,373.55278640449995
1152.0219695024255,463.5004828922217
1135.,525.
1102.,602.
1044.5168825301994,617.1288313252802
998.4743416490253,599.1581138830081
908.,645.
837.5,665.
746.4993914496451,680.9753386938447
668.8787321874818,667.5149287499273
