"x","y"
569.4902903378455,409.90194193243093
669.0000000000001,383.5
768.0000000000006,398.49999999999994
849.5009737107586,393.03118914307754
927.3064516129032,373.03225806451604
955.5000000000001,334.00000000000006
1085.4961389383568,352.0620173672946
1219.7275058247023,384.4192218081504
1400.0146995258008,426.5002161227678
1525.506803038084,482.9178005063474
1644.9999999999998,591.5
1742.3699700366985,682.6636636030025
1711.2480694691783,796.5658784289377
1587.0000000000007,836.5
1477.416025147169,794.2773500981126
1384.9502481404895,730.497518595105
1277.1893164228602,688.4627734781029
1077.4698967117442,618.1708715315433
925.5017271208776,561.9584772600732
697.5342111902575,462.81822875717364
586.528070821817,415.83482478763597
