"x","y"
944.8244382792055,750.4681645887845
905.4743416490253,770.1581138830084
865.,792.
842.5170259742483,814.129368042612
740.3023255813954,833.6162790697673
775.4870486001216,783.1130648535997
717.9722649901887,759.4992301766027
796.5,701.9999999999999
902.0460991052803,633.497870337028
873.2773500981123,575.4160251471692
995.7333333333349,499.2999999999993
1171.505531823566,427.0741702264651
1321.49193495505,422.08944271909996
1461.36671514831,427.6601176674201
1502.9999999999998,501.5
1477.630029963302,611.3363363969981
1354.5009737107584,676.0311891430775
1226.646446609407,678.6464466094066
1121.5,690.0000000000001
1003.420589237688,720.2703787956573
935.5000000000001,771.
