"x","y"
416.,487.5
492.5464955161258,452.21055565322735
619.6188529604157,421.67638458903184
796.4999764367681,434.0048541401628
1068.0000000000025,451.5000000000004
1241.9999999999998,466.5
1393.472248398353,522.1642603124707
1521.4472135955,615.2236067977499
1616.4472135955,676.2236067977499
1615.0444659689872,784.5019811473428
1512.4273937576106,853.2594890671212
1383.4043680421516,828.2940858488375
1273.4889012070387,772.1047645443655
1180.5192380261797,744.8626394360513
1120.497946603234,726.0452678730212
973.4850712500727,682.1212678125181
845.4698967117442,641.1708715315433
738.2236067977506,601.5527864045004
588.,549.
491.4287464628563,515.7427521222862
417.50000000000017,490.00000000000017
