"x","y"
1481.0000000000002,250.5
1518.5,271.00000000000097
1403.3773027610819,346.6719106425376
1242.1212678125173,444.51492874992715
1111.416025147169,525.7226499018875
973.5,605.9999999999999
882.5038610616432,657.0620173672946
818.5017271208776,669.9584772600731
732.416025147169,713.7226499018874
661.9999999999998,796.5
537.,869.
408.77639320225,837.5527864045
365.61588936020127,749.3200921998322
434.2498612267448,656.5669072069758
514.5999999999999,547.3
669.,444.
836.511906469908,377.8915347710907
949.4914360934672,340.9078557324749
1200.9999999999998,326.49999999999994
1367.5235371099934,291.84839817136134
1466.0000000000002,251.5
