"x","y"
557.4743416490252,386.8418861169915
689.5357616545577,375.81430466182206
896.5000157462957,381.99603187100234
1066.5027472735394,408.947657607741
1291.5839748528308,437.7226499018876
1489.4786378205588,499.14458850829385
1592.2773500981127,565.583974852831
1680.0287982675484,630.4991699708378
1661.3,758.5999999999999
1537.9999999999025,792.4999999999962
1423.353553390593,761.3535533905933
1329.4,721.6999999999999
1281.1581138830084,709.5256583509747
1164.646446609407,695.3535533905934
1065.5,675.0000000000001
920.4559607525875,629.2051823386644
744.0000000000031,569.5
636.5301032882558,538.1708715315432
493.5889039041781,489.7153950105848
456.77639320225006,440.4472135955
538.7226499018876,390.58397485283086
