"x","y"
479.6896485278171,664.3920229122308
515.7226499018873,574.4160251471689
630.4772399890176,524.850862503432
735.6262953406583,534.3321819194151
902.7,532.4
1033.4965753021613,516.0584206237838
1225.5006910853338,498.97372058343853
1364.9999999999986,487.50000000000006
1587.9999999999893,476.5
1707.035623524994,491.4987293499154
1683.583974852831,523.2773500981126
1568.5318354112155,592.1755617207941
1486.497870337028,611.9539008947196
1330.3841106397988,658.6799078001678
1219.5149287499273,721.1212678125181
1101.4970081110032,743.9453837240656
963.8030403507099,775.4595725150089
832.5005484128151,804.0234117931493
630.7226499018875,774.583974852831
516.22360679775,758.4472135955
482.101302802018,672.4896302097535
