"x","y"
1513.4472135955,580.22360679775
1559.,602.4999999999999
1649.7763932022503,638.5527864044999
1575.0000000000111,651.5
1270.5002439619564,650.0156173761889
944.4998269596764,654.0131533410441
831.9999999999977,647.5000000000008
774.0000000000006,656.4999999999998
667.4961389383568,671.9379826327055
546.8030403507105,676.4595725150091
469.7498612010627,626.5670674633777
462.5,539.9999999999998
479.4239991520026,477.73500052999844
586.,442.
694.488093530092,399.8915347710906
869.4615384615386,388.80769230769243
1027.499424993421,411.9760276003158
1231.5071888725934,422.9155180924446
1339.277350098113,479.41602514716874
1435.,536.
1502.5,569.
