"x","y"
487.9731158689036,119.50072327963824
544.5,58.00000000000005
621.5970590935545,72.70396178301966
652.583974852831,159.72264990188745
577.4999883633973,189.00341122665085
493.84839817136157,141.47646289000664
719.2718233409439,590.580342912227
820.6095655952772,517.6876524762245
902.4941858488253,526.076028592127
972.,588.5
1006.5999999999997,672.8999999999991
968.3535533905928,787.3535533905938
853.4997983529387,823.0141988168449
775.4472135955,793.22360679775
717.4472135954999,709.2236067977501
836.1581138830084,38.5256583509747
915.4999999999999,71.99999999999983
911.5161913638016,126.12621094857347
835.4472135955,96.77639320225012
991.9999999999998,572.5000000000001
984.497870337028,592.0460991052804
