"x","y"
390.70000000000016,687.4000000000001
406.97063898902434,595.4991371865875
425.4472135955,569.77639320225
510.35355339059316,541.3535533905934
556.4595725150091,510.80304035071043
645.4969418673368,483.94478423696256
749.5005583220182,474.97637775847386
842.3535533905932,497.35355339059333
929.5,541.9999999999999
972.8969947594751,602.5107251075066
993.4472135955,642.22360679775
1007.796174579813,667.5434310587813
1022.8915347710905,701.4880935300919
964.5839748528309,709.7226499018876
844.5061738687195,718.0783310415135
756.0000000000016,723.5
677.4341215710622,734.7519305308215
609.4999925621495,746.9972727678428
531.0620173672949,756.4961389383568
454.4472135955,748.22360679775
392.50970966215453,693.0980580675691
