"x","y"
433.00000000000006,529.4999999999999
465.7226499018874,504.4160251471689
541.5327561325355,467.17799766379596
644.1373605639486,426.51923802617955
822.5097096621546,423.0980580675694
968.,443.
1131.0000000000036,479.5
1337.,525.
1454.7763932022497,608.4472135954998
1545.4137378871958,704.2807507091686
1567.9450856065914,798.4969752603466
1530.000000000002,880.4999999999985
1390.4875664278957,880.1108105517944
1272.999999999999,807.4999999999995
1181.493196961916,762.0821994936528
1092.,728.
975.4949747468306,686.0707106781186
851.7763932022489,646.4472135954994
726.4714951667914,607.1664100588675
584.5038610616432,563.9379826327054
437.4850712500727,532.1212678125181
