"x","y"
396.6262953406582,605.332181919415
409.77639320225,503.4472135955
475.45690577431014,468.2030692330266
600.5527864045,394.77639320225006
745.4994061755624,358.9756387231433
905.4983934586288,377.0400494743541
1064.9999999999916,380.5
1262.9999999999982,388.5
1424.48,428.14
1616.6,505.70000000000005
1683.0166574151162,562.5002775465105
1562.4996574168833,581.018505830255
1335.4988151642115,591.9655989541923
1232.0000000000011,605.5
1110.9999999999998,618.5000000000002
991.5376609507626,632.8096250973729
773.5009025365288,647.9699713144385
673.4239991520026,664.7350005299984
599.0000000000001,701.4999999999999
468.4585350281266,683.1993630557073
400.66781808058505,621.6262953406582
