"x","y"
744.4999999999998,559.0000000000005
857.,556.5
868.9178005063474,484.49319696191606
1018.4949747468306,482.9292893218814
1213.7226499018875,544.583974852831
1373.5527864045,673.7763932022499
1464.3535533905938,775.3535533905927
1395.000000000001,894.4999999999993
1238.0000000000005,871.5
1092.5,787.9999999999998
992.5,732.
924.3378623142589,728.6314229298999
780.5149287499273,688.8787321874819
582.5301032882558,637.8291284684567
349.497518595105,577.0497518595105
347.78427225134806,541.4510671108178
440.5014358676742,528.9621343696967
610.5002633269967,551.0162252166559
729.5020533967662,560.0452678730212
1246.4999489873996,501.9928578716086
1181.1212678125182,494.5149287499274
