"x","y"
1095.4743416490253,345.8418861169914
1172.4,389.3
1261.9999999999989,427.4999999999998
1377.,443.
1493.251935512762,491.43188945044926
1489.0000000000014,541.5
1290.416025147169,549.7226499018875
1089.000000000007,559.5
836.,578.
699.9999999999985,589.5
602.9999999999999,610.5
476.7226499018868,654.5839748528315
339.6521023920869,641.359120111395
280.9848554366796,548.4997705895727
296.5527864045,465.22360679775
408.71326882781835,412.40961596025954
516.488093530092,345.89153477109073
646.0000000000028,320.5
800.4472135955,339.77639320225
940.500007384052,328.99728264882634
1087.3,342.40000000000003
