"x","y"
210.9637321521106,680.5013170915206
235.22360679774974,580.5527864044999
322.5,528.0000000000001
423.,467.
642.5005157298948,451.02270383045936
715.4850712500727,449.8787321874818
955.4025279186768,440.7034004809753
1118.4133432518606,451.1315349483389
1234.5871325384612,510.05541255075
1396.626295340658,579.6678180805851
1420.5527864045,626.22360679775
1313.4493980354657,714.3510429796157
1119.4562010735497,723.2688434859627
948.9996706038708,751.1921530291897
789.4987395688461,765.6616543702188
675.6153191944717,757.217109875173
587.4308496206393,761.8936520104058
492.4846852635554,763.5023825443651
402.53183541121547,758.1755617207942
268.48719559784735,749.1124297533494
213.9339181399544,691.4956139503413
