"x","y"
1014.4205892376883,555.7296212043433
1156.217374532915,587.5497241818175
1268.5,620.
1395.5527864045,699.7763932022499
1504.5149287499273,753.8787321874818
1596.5527864045,806.2236067977499
1520.223606797749,803.5527864044996
1385.5,787.
1246.9999999999977,772.4999999999997
1066.0000000000032,760.5
826.4997314715166,751.0163846384104
721.22360679775,740.4472135955
643.506803038084,749.9178005063471
500.4160251471689,750.2773500981127
402.0121914962274,678.4998513453215
413.37164707312354,587.6655176341887
514.488093530092,518.1084652289094
647.0000000000001,479.5000000000003
839.,480.
951.4789131426106,524.1436739427832
1013.4,546.7
