"x","y"
568.4160251471689,679.7226499018873
608.8787321874819,649.4850712500727
669.5256583509748,604.1581138830086
732.1581138830085,538.5256583509747
747.1212678125181,507.5149287499273
752.1266796959188,477.48368611169013
777.5,435.9999999999994
884.4507615287341,378.7836344662077
1020.4287464628563,335.74275212228633
1139.7,341.59999999999997
1211.0000000000005,358.50000000000006
1289.2773500981127,395.4160251471689
1304.2572478777138,457.4287464628562
1351.0222003068104,523.499506903233
1302.5460203077498,592.2095290887308
1186.4937203159584,622.9210047494466
1082.1436739427834,652.5210868573895
925.5110987929613,718.1047645443655
763.5,726.
657.518674529923,710.8646272115409
571.426640916826,683.739274995273
