"x","y"
463.3535533905933,470.6464466094067
525.1581138830084,454.4743416490253
638.4999691386599,451.99444478734824
755.3535533905929,455.35355339059373
905.000000000001,441.5
965.4160251471689,418.7226499018873
1051.4681645887845,416.1755617207943
1243.5081967213114,402.9098360655738
1404.4714951667916,437.16641005886754
1545.523208667433,515.8494343160315
1632.4999999999998,575.9999999999994
1634.979184727644,661.5004334634539
1579.5318354112155,739.1755617207942
1431.5017271208776,742.0415227399269
1305.541921332549,681.20040941701
1214.4341215710622,663.7519305308215
1081.8318318015,642.4708709557971
941.5110987929613,607.8952354556345
798.0000000000025,567.5
587.5056004566567,504.925373653835
465.44721359549993,474.22360679775
