"x","y"
379.73978430706535,694.5960979959236
396.0104232960895,602.695235182511
414.4869979025652,576.9724911981735
499.39333769765835,548.549651386517
545.4993568220743,517.999138346634
634.536726174402,491.1408822328861
738.5403426290834,482.1724757543974
831.3933376976584,504.54965138651687
1368.89697265625,606.4053583559779
1624.3346645964318,836.8544114186471
1330.248971408,834.0893719132383
1106.2930113664977,834.4391830119047
1024.7196173118512,826.7460334078082
917.1478760077221,807.2385721165607
810.9056303904587,796.3656314830888
730.1905146059798,791.1521102241841
651.6335526172578,785.6921903813641
598.5397768692146,754.1933707637663
520.1018016743601,763.6922369342803
443.4869979025652,755.4197047936735
381.5494939692197,700.2941560634927
