"x","y"
436.9737205834386,582.5006910853338
448.8787321874819,536.4850712500727
486.44721359549993,473.77639320225
536.,455.5
640.484698707145,439.8772516261126
756.5009031113924,424.0300382386662
869.5,435.99999999999994
936.4110960958219,467.28460498941513
1004.4,513.3
1021.0042733481895,559.4999817381618
1008.0000000000002,624.5
946.777777777778,656.5555555555555
909.0000000000002,668.5
838.5018341130834,677.042787254091
757.0000000000002,675.5000000000001
705.5527864045001,686.7763932022499
670.6000000000005,688.6999999999994
589.4961389383568,678.9379826327055
516.493196961916,667.0821994936526
468.9999999999999,638.4999999999999
438.6464466094068,589.3535533905933
