"x","y"
1045.8214312668667,636.5329740825745
1074.6022841399838,601.3030216076313
1153.5004269780268,565.9793409652567
1221.7251917492617,568.5822914588781
1284.5050252531694,600.9292893218814
1369.77639320225,644.4472135955
1410.4743416490253,662.1581138830084
1477.6464466094067,684.6464466094067
1540.9999999999995,725.5
1590.5,785.0000000000003
1610.9999999999995,828.5
1599.4287464628562,910.7427521222862
1549.2773500981125,958.5839748528309
1485.4850712500727,948.8787321874822
1408.4642383454427,920.1856953381771
1343.7226499018877,892.4160251471692
1229.5527864045,825.77639320225
1180.2773500981125,780.416025147169
1145.304855380425,736.3963119945523
1099.4472135955,665.22360679775
1051.1581138830084,643.4743416490253
