"x","y"
1699.2773500981123,723.5839748528308
1648.4287464628562,769.7427521222862
1425.9999999999989,829.4999999999999
1210.000000000006,829.5
1031.3535533905936,800.646446609407
945.4653757467202,778.1828261862115
774.3253956867276,729.3796283011831
599.3904344047215,609.3123475237772
561.4,551.3000000000001
498.6464466094067,487.6464466094067
504.91472928314727,372.49267525292777
588.5376609507628,311.8096250973727
711.416025147169,350.2773500981126
816.6951446195752,441.6036880054477
903.0000000000002,491.5
1030.5,527.
1165.4857318199327,582.1185942625291
1320.4883222333526,630.1074308913376
1455.4823819106189,667.1315587028961
1580.5712535371435,695.2572478777136
1694.3152963125472,720.6119429999419
