"x","y"
658.9722649901887,526.5007698233973
665.8418861169915,460.52565835097477
685.2394260653404,426.56105221354284
724.5430942256899,400.20306923302684
752.4642383454426,390.8143046618229
814.9999999999992,387.5
845.4992178391623,392.0279561989931
894.7226499018873,408.5839748528311
915.,427.5
941.9999999999999,446.5
959.1288313252802,485.4831174698006
971.2572478777137,528.4287464628563
972.3535533905931,590.3535533905934
959.121267812518,626.5149287499273
933.5527864045,655.22360679775
857.5046894353783,674.0683186985685
784.5681105495507,675.251935512762
751.6036880054477,661.6951446195751
697.7226499018874,610.583974852831
672.6770288792669,570.6183068573155
660.7519305308217,534.4341215710623
