"x","y"
342.5,588.0000000000005
342.00000000000006,606.5
372.44721359549993,586.22360679775
600.5094258634768,608.0966282390121
748.3535533905932,571.6464466094067
881.4972527264607,542.947657607741
1039.5,510.00000000000006
1211.2236067977503,478.4472135954998
1317.5038610616432,441.06201736729463
1419.646446609407,385.64644660940655
1555.5839748528313,358.2773500981128
1648.365527634121,429.65884087481953
1649.076028592127,530.4941858488253
1502.5672868572594,624.250518135271
1339.4880935300919,699.8915347710907
1129.499907570015,723.0096136071156
1055.0000000000005,643.5000000000001
876.4982728791224,648.9584772600732
783.4672438674645,670.822002336204
666.4743416490253,672.1581138830085
568.0980580675691,635.4902903378454
