"x","y"
765.3,776.4000000000001
697.6464466094068,801.6464466094067
614.5527864045,844.22360679775
440.41602514716925,867.722649901888
383.0821994936526,803.506803038084
414.4384062043356,675.7595836943965
540.,578.
711.4869206048709,503.8863851921968
842.495888933317,483.9360143311849
965.2906190968599,465.5931332643969
1103.5,445.0000000000003
1379.0000000000032,429.50000000000017
1495.4472135955,470.2236067977499
1528.2236067977499,512.4472135955
1512.5,577.
1376.000000000002,608.5
1221.5119064699081,653.1084652289093
1073.1581138830093,690.525658350975
934.5895473991072,721.7144677559006
854.,745.5
772.,774.
