"x","y"
489.,827.
516.5256583509748,796.8418861169913
554.3333333333333,738.3333333333334
620.2236067977501,653.4472135954999
663.5256583509748,602.1581138830086
744.6666666666666,524.6666666666666
796.0000000000001,481.5
819.9584772600732,390.50172712087755
987.5239246044688,265.1528143244915
1169.0000000000005,219.5
1398.5527864045,233.77639320225006
1458.0270436889243,331.4992681032165
1361.4793234331391,459.85770085578685
1125.498798710484,487.9653612006609
1056.3344823658113,511.3716470731236
968.502252263703,557.9525954536861
785.3796283011827,648.6746043132722
673.9999999999999,717.5
613.1212678125185,759.5149287499274
525.4368660286377,842.75679623148
499.,831.5
