"x","y"
201.1943919686866,671.8772087355408
225.45426661432575,571.92867804852
312.730659816576,519.3758916440203
413.230659816576,458.37589164402016
632.7311755464708,442.3985954744795
705.7157310666487,441.25462383150193
945.6331877352528,432.07929212499545
1097.733141221471,448.3261397845097
1224.8177923550375,502.0938624625466
1386.856955157234,571.0437097246053
1410.783446221076,617.5994984417702
1360.526600713315,706.6278023097807
1166.533403751399,715.5456028161277
1014.5877814086664,732.358008000001
867.4436565896742,731.1604746942905
714.7978514339671,730.9840436708835
616.7832412568661,745.123157248658
516.4452602065337,742.2099847205435
407.74975745605235,784.5647218770424
258.71785541442335,740.4883213973695
204.1645779565304,682.8715055943615
