"x","y"
402.70340048097506,487.5974720813233
523.5956319578485,461.70591415116246
703.5,436.00000000000006
913.9999999999999,407.5
1091.4999771587884,394.9952208065704
1288.5017271208776,392.04152273992685
1457.499709705488,368.98296444185837
1623.6,414.70000000000005
1646.5,543.9999999999977
1533.4713136125806,605.8330764288777
1377.4987293499153,649.0356235249941
1198.6464466094064,661.3535533905929
1083.5357616545573,648.8143046618231
890.4996912956522,642.9824327278872
701.3737046593419,629.3321819194149
607.3292523039344,572.6237116526466
512.5318354112155,528.8244382792058
436.5,495.0000000000001
704.7226499018868,683.5839748528314
728.7763932022509,725.5527864044996
655.2428214655894,718.4370786380607
